label	text
0	这个标题从昨晚到现在都一直挂在热搜上，没有看到确诊两位的具体信息和怎么被网爆的，直接就是这个结论了。身为大学生的智慧都用来钻空子躲防疫找媒体了吗？有一句话说“要警惕为了照亮自己眼前的路，就点燃整片森林的人”。大连这座城市和市民没有对不起你，你也没必要这样的。
1	等待严惩结果，要我就直接拿刀先划个几刀再说
1	西斯吧你 你也是一个祸害备选了 正常碳基生物说的出这种话？你懂沟通技巧 你最懂 被人叭叭的骂 书背东西
0	1
0	你应该反客为主 问她掏钱
0	别人叫我理解他们 可是谁能理解我一下 就一下下
1	小偷就是小偷，偷别人东西是事实，挂受害者是事实，偷东西之后还理直气壮这是事实。活该遭受网络暴力。
1	对对对所以别死我门口，我会闭眼装没看到[开学季]
1	可恶  现在双标狗真多
0	人家如果有错 也是警察去教育 轮到网民网暴? 凭啥加人家微信骚扰?2022年了还搁这儿摆不清楚自己位置?
0	最后一句，她经常对我说
1	球球你先把初中上完把语文学会了再刷微博吧。真的太丢人了
1	大家少看这个傻逼啊，谁家218打小前锋?人家打中锋的，麻烦你百度一下，还有这哥们儿这体重200斤都没有，上海不一定签，一切等官宣好吧
1	此人是脑残，鉴定无误 
0	不清楚
1	做个任，豪吗？
0	有一天下午饿了去买了几包辣条，撞上几个不认识的，个子都比我高
1	喷你的肯定都是本科以下，这条评论是学历筛选器哈哈哈哈哈
1	那老师上课的时候你在底下咔咔打岔开玩笑怎么说？你班主任上课的时候你在底下说说笑笑你不挨叼谁挨叼
0	校园暴力，严惩不贷！！！！
0	虽然网爆不对 但她一点都不无辜
0	为什么放任网爆？
1	屎你要吃的，现在做乌龟，还一副傻乎乎的样子……绝了
0	我们学校有这个
0	补充一下，放假回家要在学校的系统上申请，有一套流程，提前一天让辅导员确认通过才能走。
0	撒谎是要遭天谴的因为有多少人现在异地回不去家不仅仅是大连整个辽宁省都在找你的密接，你还好意思说被网暴？谁网暴你了？你问心无愧又何必此地无银三百两
1	大提琴，你和凡根本就没有交集，他根本就不认识你，你又不是他的谁，你哪里来的话语权，跟都美竹一个样，喜欢公开说别人的性器官，一看就知道经验丰富...
0	不是网暴跟哪个学校有关吗，哪个学校的学生都不应该被网暴，还有人在评论里争天津大学南开大学哪个在天津第一，姑且不知道这些人是不是这两个学校的学生，真的很无聊
1	得传染病死了的老人 你替他们好不好啊[泪]
1	他妈也不是啥好东西
0	有
1	你不会就是传说中的脑血栓吧就是还是医生笑死我了，看看你讲的什么小寄吧话，要不然你也被家暴家暴吧
0	真实
1	建议死出去[太开心]我娇贵的小仙女
1	你妈妈是不是女性呢
0	自作孽，不可活
0	真实不火
1	看你那酸劲，狗没有主了，逮住谁咬谁呗[允悲][允悲]
0	网暴是不对 但目前看来也并没有像视频所说的那样吧！“只跟妈妈接触了，妈妈也一直请假居家隔离”那小姨外婆咋变成密接的？为啥现在还封了一堆地方？这也不合理啊 大连人比任何人都希望哪都没去 这样就不能扩散了 再说了 怎么就是大连人在网暴？疫情期间大家都不容易 地域歧视的就不是网暴了？
0	我们班有个女同学因为身体原因小时候做过几次手术，身材胖了点，就天天被男生侮辱，孤立
0	往事不堪回首
1	你说是吧？大头绿茶阴蚀王是亚
0	这种程度对我来说就是渣渣
0	我的团员名额被老师换成了教师子女，吐了
1	再恶心也没有你这种东西恶心
0	去过病例去过的地方，你不知道有潜伏期?
0	呵呵现在这个世道多数人的同意就是正义。
0	11
0	拿个测试表就说严重抑郁症，这么不要脸的人居然受不住大家用事实教育她？我坚决不信
0	老师（对我朋友说）:你成绩好，别跟她玩
0	不要害怕      我永远爱你
1	你举报一次，就提醒我一次，来监督你下你的狗肉店是不是还挂着羊头。评论区管理好了？还在卖茶造谣引导粉丝争斗呢，但就是有空捂嘴不让人指...
0	万能护身符！
0	每句话我爸妈都说过
1	你爸挂了吗 我帮他贴[doge]
1	雷谋鼠得好晕啊[允悲][允悲][允悲][允悲]
1	酸B，拿的出手的作品没有，阴阳怪气倒是有一套，和张哲瀚蛇鼠一窝[吐][吐][吐][吐]
1	傻逼东西自己眼睛瞎了指鹿为马什么鬼马蛇神都以为是你稀奇爹呢，碗盆99锁死，到时候两人婚礼你一定要盛装出席啊亲
0	k宝的表演太好了，极致的享受
0	1
0	你为什么不开回复？真搞笑 我说了两个如果 因为不知道是不是真的违反了规定 在这问候家人 真不知道你是眼睛有问题还是脑子？
1	抑郁症？咋还没死啊？！之前不是华东有个男同学被几个女生污蔑网暴自杀未遂一次，然后跳楼身亡了？
0	什么牛马 事情自己都没了解清楚就在这喷
1	这个豌豆真的太能蹦哒了，一会碰瓷这个一会儿起诉那个，我想问，它哪一桩官司是真的开庭了的，而且有胜诉的吗？
0	这些语言太轻了。我听的只有比她更重的
0	可以参考上海的做法，从来不说某某某从哪来去了哪性别啥的，只把有感染危险的场所列出来，其实大家也只需要知道这个。
1	屁都让砖家放了，建议找个厂打螺丝吧
0	他们就不配有孩子
1	放你P！这这件事的性质已经升级了，恰恰是因为网友的关注才有机会让她们的悲惨遭遇走到公众视野！！让公平公正最大程度在她们的遭遇中展开施布！！公布伤者的信息...
0	往事不堪回首
0	真正有心理疾病的一般不作声的吧，况且也不会像前面那位说自己怎么怎么样吧？
1	做了太多坏事的王八念经自己给念s了 
1	好恶心
1	妻子和孩子赶紧离开这个禽兽不如的东西吧！！！她们需要的不是慰问而是逃离！！！
1	我甚至怀疑她是不是在pt系医院上班
0	1111
1	司马自己都说了反美是工作，去美是生活。。[哈哈]你就是个大傻区。。
0	现在最重要的是全员核算检测吧，别再当误时间了，找解决问题得方法才是正道
0	孩子的世界就是一个微缩的成人世界啊
1	好tm比
1	不配做人
1	让他吃粑粑去[愤怒符号]
1	这种人就是典型的美狗，抓起来送他去他爹那里，去那边吃大米
0	是谁拉垮了 我不说
1	他可能是吃他[马脸] 骨灰长大的
1	真想让秦昊带他去爬山
1	我一般直接打
0	好奇怪，他为啥没被送去集中隔离，我从杭州回辽宁直接拉去酒店集中隔离，杭州当时都没有新增了
1	林孝埈粉丝凭什么说瓜队塌房多，林孝埈自己怎么来中国的搞搞清楚，2020年6月加入中国国籍，还想瞒着参加南韩选拔赛为太极旗效力，法制比道德底线还低，管好你自己...
1	刀事先放在沙发缝里说是坐沙发时候不小心掉进去的，然后这种情况一发生，拿刀出来捅他颈脖大动脉
1	你家里好会教你哦，整天知道抬杠，爸妈没教你做人不要被薅韭菜哈，下辈子好自为之吧[双手合十][哈哈]
1	杀[鸡]频繁了，gs宝宝踢踢，欢迎大家来看杀[鸡][偷笑][太开心]
1	给你妈积德行善
1	你真的是歌姬吧？
0	杀了他：）
1	你爸妈今天出门摔倒在地，然后被大货车压死。[doge][doge][doge]
1	只有七天粉丝可评论[满脸汗水][满脸汗水][满脸汗水][满脸汗水][满脸汗水]好明显的蹭热度尬黑啊，你不讨论这个就没事做吗？那张小嘴就跟抹了开塞露似的，能评论你的这些粉丝还真是长情啊～...
1	请问我认识你吗？？你是不是发钱寒？？？ 
1	救命啊！大半夜被首页毒害看到瘟神那个口播，还是一样文盲的断句。把声音磨实难道不是艺术院校大一学生的基本功？就这样还拿出来吹？断句断成这样有脸吹？然而我...
1	真就什么妈教出什么样的儿子 吐了吐了
1	任太君的粉丝可是毕业于专业的洗白白技校，那是相当的专业
0	我在大连泉水在他家附近。。。邻里邻居的也没说什么，都说小孩子回家嘛 理解 怎么就网暴他了呢？他这么说，就不寒邻里邻居的心吗？
1	郭楠没有统战价值，所以郭楠不配高考，去流水线吧，去做工匠。去把蛋糕做大，然后被切蛋糕的人区别对待，继续郭楠的宫酱梦
0	不懂就问有9号抵连，为什么8号上午离连的需要集中隔离？
0	某些家长天天骂天天批评，还觉得自己没问题，而且好多要求孩子做的很基本的事情自己都做不到
1	撩骚
1	这个是可以肯定的，大众又都被这表玩了。
1	长得跟痴呆似的……
1	王鹏飞和他的妈妈今晚立即去世
0	单项加油吧
0	区别对待司不司马啊
0	“不养我，你生我老锤子”
1	有没有可能第三条腿
0	华东理工不能失去尹清红，就想西方不能失去耶路撒冷
1	看到虾Joyce我就想骂一次，怎么会有这么[匕首]的CV梦女 
0	哦？10号选手
0	世界上唯一一个不用考核的职业是父母
1	我的狗草死你妈的杂种昨天小龙虾生意如何？够野狗草你妈两次吗？应该是够的，你妈毕竟很下贱！招摇撞骗的夹尾巴土狗挂羊头卖小龙虾的废物挣够老子一个车轮子了吗又...
1	踢，他们
0	可怕
1	神经病，祝你以后儿女也这样，你还开心不教育
1	唉，没生娃的时候你就应该离婚，现在把自己陷在这个绝境里面赶紧离，捅死狗屎的算求。为了谁，这辈子是为自己活的。
1	死[鱼]眼恶臭男孩 疯批
0	《不就一个耳机吗》
1	能不能早点滚蛋，恶心死人了，看着一大帮腿毛捧她臭脚的样子，就觉得厨国早点亡国算了[吐][吐] 
1	拿刻刀割他脖子。
1	这什么人啊……神经病似的
0	我从来不怀疑我爸爱我，但我就是不愿意去原谅他
1	老爷家的狗?国内不让说非要我们去国外骂是吧，给你丢人到国外
1	这死男人真真不配活着！！活着都是肮脏的！！！
1	冻日献腚獾[舔屏]
0	坐标大连 并没看到过这俩位学生的个人信息啊
0	女拳:你不知道我是执法官？？
0	e 这可能在我妈那个时代很常见……
0	说实话我不信他们说的能改
1	#咸阳一男子家暴妻子#不管怎么样家暴男就是该死。21世纪了离婚不丢人，女的这件事不要再听你父母朋友。吃了多少苦，受了多少罪，只有自己知道，他们在劝你，但是他们能感同身受，在你身上发生的事情吗？支持取消离婚冷静期，结婚没有冷静期，凭什么离婚要有冷静期！！！！！！
0	有过
1	你们脑子没问题吧？你告诉我视频怎么逐帧修？自己不好看就造谣别人修视频，剧宣传上热搜造谣别人买热搜，能别这么龌龊吗？ 
0	How did our family give birth to such a mother, where are my children? 
0	我最讨厌的是她的那种体育精神 别的选手摔倒了 流血了 都会坚持滑下去 会去尝试接下来的每一个动作 她给我的直观感受就是她要放弃 她害怕再摔倒或者完成的不好 所以干脆不做了
0	首先请不要把自己摘的那么干净！如果你真规范做到了居家隔离的话，那么请问除了母亲以外亲戚是如何成为密接？其次听说你是在商场没有规范戴口罩鼻子是露出来所感染！你知不知道因为你让整个大连可能再一次面临全民核酸？别把自己说的那么无辜！那些密接医护社区工作人员志愿者还有全大连市民比你还无辜
1	这男的怎么什么时候死？
1	[猪脸]一不配
1	母狗公狗们网暴也好雌竞也好不实名制不说原因动机就瞎搞我就理解不了了，到底谁他妈是反社会人格？ 
0	不懂就问，被泄露人可以告泄露信息的人吗？可以要求赔偿吗？
1	你好骚啊
1	母[狗脸] 打拳了，快跑
0	就直接把她的书包扔到垃圾桶里了
0	老师打我们 还打了好几次。。。。
0	泪目
1	阴暗的人性只能在网上发泄
1	说实话看她滑冰我都得吊口气，生怕下个动作没做好玩球了
0	我妈经常说我   真的好几次都好想杀了我妈妈    但是她毕竟是我母亲
0	也等等我QvQ
1	单纯的批评是不可能的要么暴力打回去要么把他害死没有别的选择，因为江山易改本性难移。
1	狗叫艺术
1	也是小婊砸
1	说的没错，你老公找了你太有福气了，活该他升官发财死老婆
0	最好的孩子永远是别人家的孩子。
0	我的外号是紫霞仙子，无语死啦
0	1
0	原生的伤痛
1	md剑si，不会活不过今晚吧[可怜] 
1	老六老六想说什么？老六你什么意思？陆游直到死，王师也没北定中原，你借古喻今在影射什么？有什么不可告人的秘密？...
1	我把你妈杀了，你看见我的暴行吓尿了裤子，尿把我鞋子弄湿了，咱俩互相道个歉这事就过去了好不好？
1	对，一夜臭名远扬，臭名
0	回家怎么了，大学生就不能回家，人家又不是阳性，为什么不能回家，真无语有的人，而且人家一直在家隔离
1	恶心！看不了这样的人
0	我小学的老师当着全班的面打一位成绩差的同学的pg
1	哎呀那我就祝你亖入口本吧[抱抱]
1	你给我滚啊
1	有一说一，她真的是[鸡]，以前她微博还有很多油头照片，房间又脏又乱，这种人在网上声音这么大，还有粉丝，真的是没想到[doge]
1	他嗎的太噁心了！！！！
1	看来废水没有喝够
0	要想比的话还是要让外省人来评价，当时我高考完准备报志愿考虑了南开，完全没想过天大，所以即使水平差不多还是南开名气大
0	之前就有人说国人一直就是在以牺牲隐私换安全，很大程度上就是自己选的路，只要是人操作构成的系统，就有可能泄露，而且会以疫情的天大理由，不会怎么处罚泄露者
1	又怂又剑 有本事别爬 出来对线啊 [舔屏][舔屏]骂一句就跑你是老鼠吗 还是随你驴跑得快[舔屏]不然我骂不s你 剑种 你爹一拳一个你 
0	在别人面前当面骂我，但是我什么都没做。别人夸我一句，她就用1万句来说我对我多不好
1	真男的是真的贱
1	你跟一个魔鬼沟通？就算说一个字，都能把你打死。你脑袋没问题吧？
0	1
0	家长根本不听，认为总是我的错，被欺负了也是我的错
0	种豆得瓜
0	我都没意识到老师骂我是猪这种话是校园暴力！我还觉得挺正常的……
0	抑郁就去治疗啊，待在学校就能康复？再者也不会影响行为的性质呀，毕竟做出行为的时候又不存在精神问题。
1	死孩子，我妈这句话一直在我心里
1	你直播吃屎就吃这条狗的吧[嘻嘻]
1	gun出来道歉啊装惨nm呢，虐粉都虐完了[黑线][黑线][黑线][黑线]
0	太真实了。
1	而且这男的还是个二手货带个拖油瓶
1	你赶紧死去吧
0	我们班一个同学天天中午被堵，然后班主任和几个身强力壮的男生每次都会救他
0	我爸也废他埋汰我的时候我就埋汰他
0	网络上的有些评论也挺伤人的我至今都无法忘记贴吧都某个人对我的辱骂
1	请问陕西拐二代女，铁笼女调查有后续了吗？为什么没有新闻报道了呢 为什么没有女孩去看望铁笼女呢
1	狗链怎么不把你拴起来呀？
1	媚屌厌女而不自知
0	人性本善，大家要好好的。
0	看评论就知道了，什么人都有
0	我初中就有重度抑郁，但我自我感觉没啥毛病，每天开开心心上课下课
1	豪桑是给鬼子建废水罩子把脚扭了吗？
1	你是真的笋
1	别他妈蹭你马爹热度了，积点口德，小心遭报应[太开心] 
1	“你还想学艺术？高中都不要你”
1	受害者有罪论  你确实没妈
0	屏幕前的，我爱你
0	厚脸皮才是正确面对方法(本人)
1	洗，就你吗硬洗，还敢跳出来，恋童癖，报警了
1	停止对你个狗娘养的夹尾巴狗输出你TM当老子玩儿不死你[费解]我的狗操死你妈的孬种！
1	你个[doge]
0	不用说了，我承认了
1	兄弟们，最近势头不对，这个垃圾女人想翻身，给干趴下她
1	清华大腚姐已经清空了微博，开始她的社会死亡了
0	我们班也是，只不过你说的那个人是男生而已
0	xdm，今天你不站出来明天拳打到你身上就没人为你发声，是时候团结起来了 查看图片
0	他们不可能改……
1	饿死吧
0	不给人添麻烦也要被骂？都不管不顾不乱了套了
1	你没毛病，出事了都是小三被千夫所指，渣男就被原谅就躲起来了，一副事不关己的样子，这才是真的恶心。。
1	你没事吧？跟小三说话
0	我们人高马大而且基本都学过散打和跆拳道，我还是黑带
0	一个没有社会责任感的人 被无良媒体渲染成了可怜被害者 悲哀！
1	他应该饿死
1	好笨
1	照那女的这么说，你爸也是这样对吧，真可怜[泪][泪][泪]
0	平常我都是对别人欧打 我才发现我可能是替身使者
0	甚至朋友圈都有骂他的…
0	我甚至觉得这属于间谍行为，引导人民地域黑和窝里斗
0	1
0	1 2
0	居家隔离的要求是，隔离者要待在一个相对独立的空间里，与共同居住者要保持一定的距离和相对独立的空间。七大姑八大姨都来家里做客，这种行为是不对的。泉水居民刚刚解封一个多月，现在又出现抢菜屯粮的现象，随时面对封控的恐惧，大家可能工作、收入都会受到影响，唉
1	狗都知道排队就他不知道
1	垃圾男权傻逼人，你他妈还是你妈从肚子里生出来的，尼玛好好谢谢你老母，废（不是费）了力气给你生出来[太开心][太开心][太开心]
1	现世报
1	请爆姓名谢谢，这种人就不该活着。以后结婚总有他欺负的女生。
1	有人造谣你就信，敢情没有脑子
0	我打算15号休假的，现在可好直接取消，三年没回家了，谁同情我们？
0	以上都有的呢……
1	饿她10天粑粑都能吃了
0	等你打工就知道了
0	属于
0	当父母的是不需要考资格证的
0	我妈居家隔离时，我当时住在朋友那里，家里如果有人的话，社区根本不会让你居家隔离，必须得在隔离酒店，我当时还拜托邻居给我妈带2周的食物，一但封门了就不能再出门，我觉得防疫人员得背锅
0	哎，，，可能因为她，我周围很多人包括我都不能回家过年了 不怪她但是……
1	是非不明的狗
1	那你肯定是天煞孤星，家里人都死绝了，才能让你这么倒霉。
1	死穷狗别叫啦，死穷狗死穷狗死穷狗死穷狗[馋嘴] 
1	光是一个糊比小组都有至少56个弱智存在，没救了真的 
1	吐了 恶臭玩意 死不死
1	健笔[吐]
0	没事 第五也很棒啦中国队最牛
0	回家了为什么不隔离？为什么有那么多密接者？
1	对，这只恶毒的蛇蝎，就应该10倍反噬
1	怎么没有畒狗打拳 因为不打逆风局[太开心][太开心][太开心]
